ntasks,global_data_size,parallel_time,serial_time,run_serial
84,10000000,0.155293,0.000000,0
84,10000000,0.155444,0.000000,0
84,10000000,0.157073,0.000000,0
84,10000000,0.155878,0.000000,0
84,10000000,0.155681,0.000000,0
84,10000000,0.156007,0.000000,0
86,10000000,0.175336,2.026036,1
86,10000000,0.155763,0.000000,0
86,10000000,0.155025,0.000000,0
86,10000000,0.156744,0.000000,0
86,10000000,0.155109,0.000000,0
86,10000000,0.155550,0.000000,0
86,10000000,0.155691,0.000000,0
86,10000000,0.155033,0.000000,0
86,10000000,0.155766,0.000000,0
86,10000000,0.167607,0.000000,0
88,10000000,0.153858,2.142571,1
88,10000000,0.154483,0.000000,0
88,10000000,0.156004,0.000000,0
88,10000000,0.156020,0.000000,0
88,10000000,0.157236,0.000000,0
88,10000000,0.154921,0.000000,0
88,10000000,0.154378,0.000000,0
88,10000000,0.154162,0.000000,0
88,10000000,0.153952,0.000000,0
88,10000000,0.154552,0.000000,0
90,10000000,0.154665,2.025875,1
90,10000000,0.154770,0.000000,0
90,10000000,0.154580,0.000000,0
90,10000000,0.154714,0.000000,0
90,10000000,0.154931,0.000000,0
90,10000000,0.154622,0.000000,0
90,10000000,0.155729,0.000000,0
90,10000000,0.154197,0.000000,0
90,10000000,0.168442,0.000000,0
90,10000000,0.154444,0.000000,0
92,10000000,0.154890,2.039020,1
92,10000000,0.155314,0.000000,0
92,10000000,0.154291,0.000000,0
92,10000000,0.156476,0.000000,0
92,10000000,0.154186,0.000000,0
92,10000000,0.154150,0.000000,0
92,10000000,0.154479,0.000000,0
92,10000000,0.170803,0.000000,0
92,10000000,0.154104,0.000000,0
92,10000000,0.155508,0.000000,0
94,10000000,0.153961,2.029561,1
94,10000000,0.154310,0.000000,0
94,10000000,0.155148,0.000000,0
94,10000000,0.155139,0.000000,0
94,10000000,0.154417,0.000000,0
94,10000000,0.156199,0.000000,0
94,10000000,0.154932,0.000000,0
94,10000000,0.154812,0.000000,0
94,10000000,0.154636,0.000000,0
94,10000000,0.154241,0.000000,0
96,10000000,0.173879,2.020859,1
